
DEBUG 2023-01-05 10:34:57,910 File /usr/lib/python3.10/lib-dynload/_bz2.cpython-310-x86_64-linux-gnu.so first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,910 File /usr/lib/python3.10/ast.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,910 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/urls/converters.py first seen with mtime 1672256684.743676
DEBUG 2023-01-05 10:34:57,910 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1672256662.2475054
DEBUG 2023-01-05 10:34:57,911 File /usr/lib/python3.10/bz2.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,911 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1672256684.3004153
DEBUG 2023-01-05 10:34:57,911 File /usr/lib/python3.10/locale.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,911 File /usr/lib/python3.10/traceback.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,911 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/core/files/locks.py first seen with mtime 1672256684.5503743
DEBUG 2023-01-05 10:34:57,912 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/utils/log.py first seen with mtime 1672256684.76034
DEBUG 2023-01-05 10:34:57,912 File /usr/lib/python3.10/threading.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,912 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1672256683.5605366
DEBUG 2023-01-05 10:34:57,912 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1672256684.647025
DEBUG 2023-01-05 10:34:57,912 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/template/exceptions.py first seen with mtime 1672256684.7236793
DEBUG 2023-01-05 10:34:57,912 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1672256684.647025
DEBUG 2023-01-05 10:34:57,913 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/models/constraints.py first seen with mtime 1672256684.633694
DEBUG 2023-01-05 10:34:57,913 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/backends/base/client.py first seen with mtime 1672256684.5903678
DEBUG 2023-01-05 10:34:57,913 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/templatetags/i18n.py first seen with mtime 1672256684.7336776
DEBUG 2023-01-05 10:34:57,913 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/core/exceptions.py first seen with mtime 1672256684.5337102
DEBUG 2023-01-05 10:34:57,913 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/admin/widgets.py first seen with mtime 1672256682.9439712
DEBUG 2023-01-05 10:34:57,914 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1672256684.2970824
DEBUG 2023-01-05 10:34:57,914 File /usr/lib/python3.10/logging/handlers.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,914 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/sqlparse/filters/output.py first seen with mtime 1672256662.2508383
DEBUG 2023-01-05 10:34:57,914 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/backends/utils.py first seen with mtime 1672256684.5903678
DEBUG 2023-01-05 10:34:57,914 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/core/cache/utils.py first seen with mtime 1672256684.537043
DEBUG 2023-01-05 10:34:57,915 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/template/utils.py first seen with mtime 1672256684.7270122
DEBUG 2023-01-05 10:34:57,915 File /usr/lib/python3.10/_weakrefset.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,915 File /usr/lib/python3.10/http/client.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,915 File /home/roman/shop_site/shop_site/shop/urls.py first seen with mtime 1672262712.9340513
DEBUG 2023-01-05 10:34:57,916 File /usr/lib/python3.10/_compression.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,916 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/core/checks/security/__init__.py first seen with mtime 1672256684.5470414
DEBUG 2023-01-05 10:34:57,916 File /usr/lib/python3.10/encodings/__init__.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,916 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1672256682.9339728
DEBUG 2023-01-05 10:34:57,916 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/forms/utils.py first seen with mtime 1672256684.6636891
DEBUG 2023-01-05 10:34:57,916 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/core/mail/utils.py first seen with mtime 1672256684.5603726
DEBUG 2023-01-05 10:34:57,917 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/http/request.py first seen with mtime 1672256684.713681
DEBUG 2023-01-05 10:34:57,917 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/sqlparse/__init__.py first seen with mtime 1672256662.24084
DEBUG 2023-01-05 10:34:57,917 File /usr/lib/python3.10/_sysconfigdata__linux_x86_64-linux-gnu.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,917 File /usr/lib/python3.10/lib-dynload/_sha512.cpython-310-x86_64-linux-gnu.so first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,918 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/messages/apps.py first seen with mtime 1672256684.0871167
DEBUG 2023-01-05 10:34:57,918 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1672256683.2972465
DEBUG 2023-01-05 10:34:57,918 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/backends/ddl_references.py first seen with mtime 1672256684.587035
DEBUG 2023-01-05 10:34:57,919 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/models/sql/__init__.py first seen with mtime 1672256684.6536908
DEBUG 2023-01-05 10:34:57,919 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/auth/models.py first seen with mtime 1672256683.4338906
DEBUG 2023-01-05 10:34:57,919 File /home/roman/shop_site/shop_site/shop/models.py first seen with mtime 1672827741.3914926
DEBUG 2023-01-05 10:34:57,919 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/auth/base_user.py first seen with mtime 1672256683.427225
DEBUG 2023-01-05 10:34:57,919 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/backends/base/creation.py first seen with mtime 1672256684.5903678
DEBUG 2023-01-05 10:34:57,920 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/admin/apps.py first seen with mtime 1672256682.9339728
DEBUG 2023-01-05 10:34:57,920 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/sqlparse/keywords.py first seen with mtime 1672256662.2441728
DEBUG 2023-01-05 10:34:57,920 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/utils/_os.py first seen with mtime 1672256684.7470088
DEBUG 2023-01-05 10:34:57,920 File /usr/lib/python3.10/asyncio/streams.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,921 File /usr/lib/python3.10/asyncio/exceptions.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,921 File /usr/lib/python3.10/email/errors.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,921 File /usr/lib/python3.10/email/mime/base.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,921 File /usr/lib/python3.10/string.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,922 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/template/library.py first seen with mtime 1672256684.7236793
DEBUG 2023-01-05 10:34:57,922 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/psycopg2/_json.py first seen with mtime 1672257326.2991827
DEBUG 2023-01-05 10:34:57,922 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/asgiref/sync.py first seen with mtime 1672256646.440387
DEBUG 2023-01-05 10:34:57,922 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/models/fields/proxy.py first seen with mtime 1672256684.6436923
DEBUG 2023-01-05 10:34:57,922 File /home/roman/shop_site/shop_site/shop/admin.py first seen with mtime 1672409476.0633807
DEBUG 2023-01-05 10:34:57,922 File /usr/lib/python3.10/email/quoprimime.py first seen with mtime 1671471349.0
